序号,节点ID,节点类型,文件名,状态,下载链接,镜像链接,搜索链接
1,31,UNETLoader,FLUX dev+8step.safetensors,,,,https://www.bing.com/search?q=site:huggingface.co+%22FLUX+dev+8step.safetensors%22
2,32,VAELoader,ae.sft,,,,https://www.bing.com/search?q=site:huggingface.co+%22ae.sft%22
3,34,DualCLIPLoader,clip_l.safetensors,,,,https://www.bing.com/search?q=site:huggingface.co+%22clip_l.safetensors%22
4,"37,60",LoraLoaderModelOnly,flux1-canny-dev-lora.safetensors,,,,https://www.bing.com/search?q=site:huggingface.co+%22flux1-canny-dev-lora.safetensors%22
