序号,节点ID,节点类型,文件名,状态,下载链接,镜像链接,搜索链接
1,115,UpscaleModelLoader,4xUltrasharp_4xUltrasharpV10.pt,,,,https://www.bing.com/search?q=site:huggingface.co+%224xUltrasharp_4xUltrasharpV10.pt%22
2,38,LoraLoader,OIL_ON_CANVAS_v3.safetensors,,,,https://www.bing.com/search?q=site:huggingface.co+%22OIL_ON_CANVAS_v3.safetensors%22
3,11,IPAdapterUnifiedLoader,PLUS (high strength),,,,https://www.bing.com/search?q=site:huggingface.co+%22PLUS+(high+strength)%22
4,54,ControlNetLoaderAdvanced,control-lora-canny-rank256.safetensors,,,,https://www.bing.com/search?q=site:huggingface.co+%22control-lora-canny-rank256.safetensors%22
5,99,ControlNetLoaderAdvanced,control-lora-depth-rank256.safetensors,,,,https://www.bing.com/search?q=site:huggingface.co+%22control-lora-depth-rank256.safetensors%22
6,4,CheckpointLoaderSimple,dreamshaperXL_lightningDPMSDE.safetensors,,,,https://www.bing.com/search?q=site:huggingface.co+%22dreamshaperXL_lightningDPMSDE.safetensors%22
7,29,ADE_AnimateDiffLoaderGen1,hsxl_temporal_layers.f16.safetensors,,,,https://www.bing.com/search?q=site:huggingface.co+%22hsxl_temporal_layers.f16.safetensors%22
8,39,VAELoader,sdxl_vae_fp16fix.safetensors,,,,https://www.bing.com/search?q=site:huggingface.co+%22sdxl_vae_fp16fix.safetensors%22
9,51,ControlNetLoaderAdvanced,ttplanetSDXLControlnet_v20Fp16.safetensors,,,,https://www.bing.com/search?q=site:huggingface.co+%22ttplanetSDXLControlnet_v20Fp16.safetensors%22
