序号,节点ID,节点类型,文件名,状态,下载链接,镜像链接,搜索链接
1,38,WanVideoVAELoader,Wan2_1_VAE_bf16.safetensors,,,,https://www.bing.com/search?q=site:huggingface.co+%22Wan2_1_VAE_bf16.safetensors%22
2,11,LoadWanVideoT5TextEncoder,umt5-xxl-enc-bf16.safetensors,,,,https://www.bing.com/search?q=site:huggingface.co+%22umt5-xxl-enc-bf16.safetensors%22
3,98,WanVideoLoraSelect,wan2.1-1.3b-control-lora-tile-v0.1_comfy.safetensors,,,,https://www.bing.com/search?q=site:huggingface.co+%22wan2.1-1.3b-control-lora-tile-v0.1_comfy.safetensors%22
4,22,WanVideoModelLoader,wan2.1_t2v_1.3B_fp16.safetensors,,,,https://www.bing.com/search?q=site:huggingface.co+%22wan2.1_t2v_1.3B_fp16.safetensors%22
