序号,节点ID,节点类型,文件名,状态,下载链接,镜像链接,搜索链接
1,"31,45",UpscaleModelLoader,4x-UltraSharp.pth,,,,https://www.bing.com/search?q=site:huggingface.co+%224x-UltraSharp.pth%22
2,"4,17,40",CheckpointLoaderSimple,sdxl-动漫二次元_2.0.safetensors,,,,https://www.bing.com/search?q=site:liblib.art+%22sdxl-动漫二次元_2.0.safetensors%22
