序号,节点ID,节点类型,文件名,状态,下载链接,镜像链接,搜索链接
1,"15,56",ImageOnlyCheckpointLoader,AnimateLCM-SVD-xt-1-1_fp16_comfy.safetensors,,,,https://www.bing.com/search?q=site:huggingface.co+%22AnimateLCM-SVD-xt-1-1_fp16_comfy.safetensors%22
2,23,CheckpointLoaderSimple,dreamshaperXL_lightningDPMSDE.safetensors,,,,https://www.bing.com/search?q=site:huggingface.co+%22dreamshaperXL_lightningDPMSDE.safetensors%22
