序号,节点ID,节点类型,文件名,状态,下载链接,镜像链接,搜索链接
1,18,IPAdapterUnifiedLoader,PLUS (high strength),,,,https://www.bing.com/search?q=site:huggingface.co+%22PLUS+(high+strength)%22
2,4,CheckpointLoaderSimple,dreamshaperXL_lightningDPMSDE.safetensors,,,,https://www.bing.com/search?q=site:huggingface.co+%22dreamshaperXL_lightningDPMSDE.safetensors%22
3,10,ControlNetLoader,mistoLine_rank256.safetensors,,,,https://www.bing.com/search?q=site:huggingface.co+%22mistoLine_rank256.safetensors%22
