序号,节点ID,节点类型,文件名,状态,下载链接,镜像链接,搜索链接
1,4,CheckpointLoaderSimple,LEOSAM's MoonFilm _ 胶片风真实感大模型_2.0.safetensors,,,,https://www.bing.com/search?q=site:liblib.art+%22LEOSAM's+MoonFilm+_+胶片风真实感大模型_2.0.safetensors%22
2,12,LoadICLightUnetDiffusers,iclight_sd15_fc.safetensors,,,,https://www.bing.com/search?q=site:huggingface.co+%22iclight_sd15_fc.safetensors%22
