序号,节点ID,节点类型,文件名,状态,下载链接,镜像链接,搜索链接
1,84,IPAdapterInsightFaceLoader,CUDA,,,,https://www.bing.com/search?q=site:huggingface.co+%22CUDA%22
2,82,IPAdapterUnifiedLoaderFaceID,FACEID PORTRAIT (style transfer),,,,https://www.bing.com/search?q=site:huggingface.co+%22FACEID+PORTRAIT+(style+transfer)%22
3,"92,21",IPAdapterUnifiedLoader,PLUS (high strength),,,,https://www.bing.com/search?q=site:huggingface.co+%22PLUS+(high+strength)%22
4,135,ControlNetLoader,control_v11f1e_sd15_tile.pth,,,,https://www.bing.com/search?q=site:huggingface.co+%22control_v11f1e_sd15_tile.pth%22
5,68,DepthAnythingPreprocessor,depth_anything_vitl14.pth,,,,https://www.bing.com/search?q=site:huggingface.co+%22depth_anything_vitl14.pth%22
6,"58,133","Efficient Loader,CheckpointLoaderSimple",majicmixRealistic_v7.safetensors,,,,https://www.bing.com/search?q=site:huggingface.co+%22majicmixRealistic_v7.safetensors%22
