序号,节点ID,节点类型,文件名,状态,下载链接,镜像链接,搜索链接
1,269,UpscaleModelLoader,4x-UltraSharp.pth,,,,https://www.bing.com/search?q=site:huggingface.co+%224x-UltraSharp.pth%22
2,11,TripleCLIPLoader,clip_g_sdxl_base.safetensors,,,,https://www.bing.com/search?q=site:huggingface.co+%22clip_g_sdxl_base.safetensors%22
3,266,Note,height must be multiple of 64,,,,https://www.bing.com/search?q=site:huggingface.co+%22height+must+be+multiple+of+64%22
4,252,CheckpointLoaderSimple,sd3_medium.safetensors,,,,https://www.bing.com/search?q=site:huggingface.co+%22sd3_medium.safetensors%22
