序号,节点ID,节点类型,文件名,状态,下载链接,镜像链接,搜索链接
1,109,Efficient Loader,LEOSAM's MoonFilm _ 胶片风真实感大模型_2.0.safetensors,,,,https://www.bing.com/search?q=site:liblib.art+%22LEOSAM's+MoonFilm+_+胶片风真实感大模型_2.0.safetensors%22
2,117,IPAdapterUnifiedLoader,PLUS (high strength),,,,https://www.bing.com/search?q=site:huggingface.co+%22PLUS+(high+strength)%22
3,114,ADE_AnimateDiffLoaderWithContext,mm_sd_v15_v2.ckpt,,,,https://www.bing.com/search?q=site:huggingface.co+%22mm_sd_v15_v2.ckpt%22
4,154,RIFE VFI,rife47.pth,,,,https://www.bing.com/search?q=site:huggingface.co+%22rife47.pth%22
