序号,节点ID,节点类型,文件名,状态,下载链接,镜像链接,搜索链接
1,4,CheckpointLoaderSimple,LEOSAM's MoonFilm _ 胶片风真实感大模型_2.0.safetensors,,,,https://www.bing.com/search?q=site:liblib.art+%22LEOSAM's+MoonFilm+_+胶片风真实感大模型_2.0.safetensors%22
2,16,ControlNetLoader,control_v11e_sd15_ip2p_fp16.safetensors,,,,https://www.bing.com/search?q=site:huggingface.co+%22control_v11e_sd15_ip2p_fp16.safetensors%22
